EFX Type,CRC-32 Int,CRC Hex
u_f_decal0,793198364,1C3F472F
u_f_decal010,2962581561,396895B0
u_g_decall00,602596754,92E5EA23
u_g_mod0,2848816136,087CCDA9
u_g_mod00,682325474,E275AB28
u_g_mod01,1605125492,7445AC5F
u_g_mod02,3332707534,CE14A5C6
u_g_mod1,3737799838,9E4CCADE
u_g_mod2,1203969316,241DC347
u_g_mod3,818163122,B22DC430
u_ice_decal,3420057840,F0F0D9CB
u_ice_decal00,1352588839,27DE9E50
u_ice_mod,2508428784,F0958395
u_ice_mod0,2616279333,2541F19B
u_ice_mod00,1833309610,AA15466D
u_ice_mod01,440476988,3C25411A
u_ice_mod02,2202563718,86744883
u_ice_mod1,3975573939,B371F6EC
u_ice_mod2,1979654153,0920FF75
u_ice_mod3,49811615,9F10F802
u_l_mod0,3272248523,CB8C0AC3
u_l_mod00,715923736,1821AC2A
u_l_mod01,1571492238,8E11AB5D
u_l_mod02,3298967604,3440A2C4
u_l_mod1,3020799069,5DBC0DB4
u_l_mod2,755297767,E7ED042D
u_l_mod3,1510202737,71DD035A
u_m_decal,709152758,F6CF442A
u_m_decal00,2963453185,01B5A2B0
u_m_mod0,139878254,6E5F5608
u_m_mod00,2363173548,AC2ADB8C
u_m_mod00_g0,3314403261,BDC78DC5
u_m_mod01,4225505850,3A1ADCFB
u_m_mod01_,1025722829,CD49233D
u_m_mod01_0,3274812904,E8AD31C3
u_m_mod02,1658145664,804BD562
u_m_mod02_g0,1870925622,360F846F
u_m_mod1,2136043512,F86F517F
u_m_mod2,3864542786,423E58E6
u_m_mod3,2438926036,D40E5F91
u_smk,3338994586,9A0305C7
u_smk00,3946377840,70F238EB
u_smk01,2621424358,E6C23F9C
u_sn_decall,2780691699,F3FCBDA5
u_sn_decall00,1912975275,ABAF0572
u_sn_mod0,3614854635,EB4D76D7
u_sn_mod00,299269393,117DD611
u_sn_mod00_g,2476247591,278A9893
u_sn_mod01,1724992903,874DD166
u_sn_mod02,4292353085,3D1CD8FF
u_sn_mod02_g,2417778249,495E1C90
u_sn_mod1,2691792253,7D7D71A0
u_sn_mod13,2445549034,EA1DC491
u_sn_mod2,964177095,C72C7839
u_t_mod,1452455566,8EB69256
u_t_mod00,2124280753,B1F39D7E
uc_smk,78293876,74ABAA04
ude,1858975522,22B7CD6E
ude0,4091002111,FFBCD7F3
ude2,500817363,D3DDD91D
udekemuri,2937970817,81E01DAF
ue,3518428516,64F5B6D1
ue_Blade,2091171827,F3BFA47C
ue_smk,2347392724,D45EEA8B
ue_smk0,2817313855,3FCCECA7
ufo,3157146814,BE3C2EBC
ufo0,180125723,1B80BC0A
ul_smk,2264546469,A53CFA86
ume,3205434475,6B0C0FBF
ume0,4228286320,708706FC
ume00,1981826839,17472076
ume000,2776405292,2C957CA5
ume0000,346300634,DA20A414
ume00000,1087090502,46AFCB40
ume000000,3106283430,A61F26B9
ume0000000,433393774,6E10D519
ume00000000,2362092003,E3A9CA8C
ume000000000,525748679,C749561F
ume00000001,4224555381,7599CDFB
ume000000010,105740422,86784D06
ume000001,3458281264,302F21CE
ume0000010,13508911,2F21CE00
ume00000100,2366161876,D4C3088D
ume000001000,2817142434,A22EEAA7
ume0000010000,514201670,4618A61E
ume00000100000,3111678481,117278B9
ume000001000000,1288726572,2C68D04C
ume0000010000000,340626471,278C4D14
ume00000100000000,2210908235,4BC8C783
ume0001,1671630924,4C10A363
ume00010,1506844167,079ED059
ume000100,3101980049,9175E4B8
ume0001000,2708043531,0B7769A1
ume0001001,3597551517,9D476ED6
ume00010010,2830217490,12B1B1A8
ume000100100,3586715733,55F0C8D5
ume000101,3487778055,0745E3CF
ume0100,359025389,ED4A6615
ume01000,4168599587,23C877F8
ume010000,2219193878,16364684
ume0100000,3532243915,CBC389D2
ume01001,2406545589,B5F8708F
ume010010,2640119639,57075D9D
ume0100100,3544951292,FCA94BD3
ume1,2332145638,E6B7018B
ume10,1866167894,56763B6F
ume100,2763980571,1BFFBEA4
ume1000,2887272383,BF4718AC
ume10000,2108393206,F686AB7D
ume100000,1920650243,03CC7A72
ume1000000,3215072218,DA1BA2BF
ume10000000,1080076669,7DA96040
ume1001,3676272425,29771FDB
ume10010,1689302967,B7B7B064
ume100100,1941481012,34A6B873
ume1001000,119438527,BF7C1E07
ume1002,1108747923,93261642
ume11,406603456,C0463C18
ume110,3181760090,5ACEA5BD
ume1100,2916756872,882DDAAD
ume11000,3306676627,93E117C5
ume110000,1327162803,B3E51A4F
ume1100000,1962854527,7FC8FE74
ume11000000,3860308681,C9A217E6
ume110000000,3297205530,1A5D87C4
ume110000001,3011538316,8C6D80B3
ume1100000010,3261366218,CA7F64C2
ume12,2167740282,7A173581
ume13,4130482156,EC2732F6
ume130,2408819928,D8AC938F
ume14,1750512207,4FB25668
ume140,3235002911,1F3AD2C0
ume1400,2870079331,63EF11AB
ume14000,4073263521,A111C9F2
ume140000,2281335491,C36AFA87
ume1400000,607345100,CC593324
ume1400001,1395943770,5A693453
ume14000010,2905914415,2FBC34AD
ume140000100,2376415561,4939A58D
ume1400001000,693398689,A16C5429
ume14001,2244878647,3721CE85
ume140010,2665569154,825BE19E
ume2,302573148,5CE60812
ume20,1142302101,95251644
ume21,856757507,03151133
ume210,3219353603,0370E3BF
ume4,4218110825,69436BFB
ume5,2355917823,FF736C8C
ume_hamon,4005744239,6FCEC2EE
ume_hamon0,4214918827,AB8E3AFB
ume_hamon00,1730572354,42702667
ume_hamon000,3194762848,60366CBE
ume_hamon0000,1809137090,C23DD56B
ume_hamon0001,483528020,540DD21C
ume_hamon001,3379234550,F6066BC9
ume_hamon0010,1926106243,830CCE72
ume_hamon0011,97074197,153CC905
ume_hamon002,1348622156,4C576250
ume_hamon0020,1508073280,405FE359
umesmk,604769744,D00D0C24
umesmk0,2687430261,75EE2EA0
umesmk000,3966100669,BDE465EC
umesmk0000,2481298041,799AE593
umesmk00000,261299374,AE1C930F
umesmk000000,397946207,5F2DB817
umou,6281957,E5DA5F00
un_bom,982212917,35618B3A
un_bom0,1884323822,EE7F5070
un_bom00,1629204396,ACAF1B61
un_powder,3167346538,6ADFC9BC
und_decal020,1990819611,1B7FA976
under,977865571,630B493A
under02,3465788630,D6BC93CE
under03,3113520192,408C94B9
under_Dust,4228137073,714004FC
under_Dust0,19363142,46752701
under_Dust1,1981826512,D0452076
under_R,1631890150,E6AA4461
under_dirt,1343325210,1A841150
under_ex,2278644445,DD5AD187
under_ex0,3728494495,9F4F3CDE
under_fog,754364679,07B1F62C
under_fog1,3482739496,286396CF
under_leg_l,2936909062,06AD0DAF
under_leg_r,1426231397,65900255
under_light,1722821340,DC2AB066
under_light0,2849644153,791EDAA9
under_light1,3739037423,EF2EDDDE
under_light3,819154883,C34FD330
under_smk,228326965,35FE9B0D
under_smk0,1885826929,716F6770
under_smk1,123756519,E75F6007
under_smo,183908908,2C3AF60A
under_smo00,111328949,B5BEA206
under_smo1,1661770467,E39A0C63
under_smoA0,814151170,02F68630
under_smoA1,1199687316,94C68147
under_thunder,3971453893,C593B7EC
under_thunder1,3124527510,96813CBA
under_water,4137247473,F16299F6
underfire0,1779157950,BECB0B6A
underfog,3683410365,BD618CDB
up,3161133455,8F116BBC
up+down,1548452862,FE834B5C
up0,1533199628,0CC5625B
up00,791944770,421E342F
up000,3190039566,0E2424BE
up0000,3252631951,8F39DFC1
up001,3374519448,981423C9
up01,1479749332,D42E3358
up1,744879514,9AF5652C
upSmk0,3580319774,1E5867D5
up_GPU,2868993663,7F5E01AB
up_bom,3847964886,D6485BE5
up_elec,3970306211,A310A6EC
up_fog,42404116,14098702
up_fog1,1258705742,4E53064B
up_fog_L,356196694,56213B15
up_head,3944063830,56A315EB
up_mouth_01,921200686,2E68E836
up_mouth_02,2950773140,9439E1AF
up_mouth_03,3638954242,0209E6D8
up_smk,602555942,2646EA23
up_smk0,4109852439,175FF7F4
up_smoke,3770272524,0CCBB9E0
upfire_,865502993,11879633
upfire_010,3030721287,0723A5B4
upup_smk,4291983155,3377D2FF
ur_smk,1495930182,46152A59
uroko,3512094194,F24D56D1
uroko0,1975252433,D1F5BB75
uroko1,45925703,47C5BC02
uroko_hit,2145728648,8838E57F
uroko_hit0,3318079110,86DEC5C5
us1_muzzle,1978500033,C183ED75
us2_muzzle,4217537570,228462FB
us_muzzle,2024541663,DF0DAC78
us_muzzle2,3737334472,C832C3DE
ushiroS00,1636656612,E4658D61
ushiroS01,378164594,72558A16
ushiroS02,2407728328,C804838F
ushiroSS00,3410947793,D1EE4ECB
ushiroSS000,3620117504,009CC6D7
usiroKem,990355354,9A9F073B
usiroKem0,909659497,694D3836
usiroKem000,1171119524,A4DDCD45
usiroKem0000,4146567808,809A27F7
usiroKem001,852159794,32EDCA32
usiroKem0010,3996953537,C1AB3CEE
usiroKem00100,3394567713,21FE54CA
usiroKem1,1094680063,FF7D3F41
usiroKem10,194699356,5CE09A0B
usiroKem2,3627428933,452C36D8
usu_oku,381971435,EB6BC416
usukem0,888574802,5293F634
usukem00,2743662311,E7F688A3
usukem00_huneyoko,1040435110,A6C7033E
usukem00_huneyoko0,424818102,B6355219
usukem0_okutate,661884641,E18E7327
usukem0_saisyo,1486175810,423E9558
usukem0_saisyo0,3193144622,2E8553BE
usukem10,3130247078,A6C793BA
usukem100,433497526,B6A5D619
usukem101,1859228960,2095D16E
usukem10_gakesita,2753797355,EB9C23A4
usukem1_kado,4025788084,B4A6F4EF
usukem1_kado0,3929715615,9FB33AEA
usukem1_saisyo,2487172828,DC3E3F94
usukemBL000,1915208939,EBC42772
uti,767158616,58E9B92D
uti1,876830741,15604334
vYuki_03,3002746922,2A48FAB2
vanish,3968884157,BD5D90EC
vapor,3293217475,C3824AC4
velocity,1093085526,56292741
ver,4131634685,FDBD43F6
vertical_hibana,2565660598,B6DFEC98
vfx_light,61634486,B677AC03
vfx_light0,81300066,628AD804
vfx_light1,1944042228,F4BADF73
vfx_light2,3939953486,4EEBD6EA
vfx_light4,62213755,7B4EB503
vfx_light5,1957854957,ED7EB274
vfx_light6,3988467543,572FBBED
vignet,2889787115,EBA63EAC
voice_kuro0,154873233,912D3B09
voice_kuro1,2117868807,071D3C7E
voice_kuro_late0,210964508,1C10930C
voice_siro,233873240,589FF00D
voice_siro0,1130633717,F5196443
voice_siro00,3947713062,26524DEB
voice_siro1,878913891,63296334
voice_siro_01,3232973960,8844B3C0
vol00000,2127882308,44E8D47E
vol0001,311675307,ABC99312
vol00010,1741674757,05D9CF67
vol001,1395117054,FECB2753
vol0010,2089797756,7CC88F7C
vol00100,2132181619,7382167F
vol00101,135377637,E5B21108
vw_aura,3075723412,94D053B7
vw_aura0,3507237921,21340CD1
vw_aura00,1784753350,C62C616A
vw_aura000,1421096453,0536B454
vw_aura01,493231184,501C661D
vw_aura1,2785739959,B7040BA6
vw_aura10,1937382791,871D7A73
vw_aura2,1057117453,0D55023F
vw_aura3,1208313243,9B650548
vw_aura4,3596742712,38F061D6
vw_aura5,2707865774,AEC066A1
vw_aura6,946835732,14916F38
w,3818714349,EDF49CE3
w0_mizu,2391824941,2D5A908E
w0_mizu0,1669921923,83FC8863
w0_mizu00,1376479946,CA6A0B52
w0_mizu000,1564086376,68103A5D
w0_mizu0000,1710089174,D6E3ED65
w0_mizu0001,317379392,40D3EA12
w0_mizu01,621566556,5C5A0C25
w0_mizu02,3154447334,E60B05BC
w0_siro,200083955,F309ED0B
w0_siro0,40271363,037E6602
w0_siro00,3218212712,6807D2BF
w1,2407924235,0B02868F
w10,2978246438,266F84B1
w100,4100272446,3E3165F4
w1000,3880536118,36484CE7
w101,2204238248,A8016283
w11,3330498480,B05F83C6
w11_mizu,1020023125,5551CC3C
w11_mizu1,1256417552,1069E34A
w11_mizu10,992265121,A1C3243B
w12,1602883082,0A0E8A5F
w120,3327349692,BC5353C6
w121,2975097642,2A6354B1
w122,677196432,90325D28
w123,1599734278,06025A5F
w1230,3487944603,9BCFE5CF
w13,680345244,9C3E8D28
w1_mizu,1171032456,8889CC45
wFirst_mok4,343599095,F7E77A14
w_0_LIGHT,249942541,0DD2E50E
w_0_LIGHT0,1483123139,C3A96658
w_115F,3001617743,4F0DE9B2
w_115F0,3221783968,A08508C0
w_98F,1121693064,88ADDB42
w_ACT,659244309,15454B27
w_ACT_dirt00,3242113411,83B93EC1
w_Action,410454342,46097718
w_CHILD,2772505986,821541A5
w_FILTER,3609925753,79182BD7
w_Fir_mok1,4117668054,D6A06EF5
w_Fir_mok2,1818751340,6CF1676C
w_Fir_mok4,2231653465,59540485
w_First_mok,2015716838,E6652578
w_First_mok0,1875399300,8452C86F
w_GPU,892225699,A3482E35
w_GPU00,78779897,F915B204
w_GPUP,612470254,EE8D8124
w_GPUP_rain,3047000802,E28A9DB5
w_GPUP_rain0,1751658098,722E6868
w_LIGHT,3974634844,5C1DE8EC
w_Left_Hand,3478247125,D5D651CF
w_Lsmk,1864345481,89A71F6F
w_MOD,2673074969,19E3539F
w_MOD_hamon,3141190737,51C43ABB
w_NM,690261741,ED8E2429
w_NM0,4165700327,E78A4BF8
w_NM_hamon,1671444005,2536A063
w_NM_hamon01,2849050647,1710D1A9
w_NM_hamon02,819478957,AD41D830
w_NM_hamon1,448361547,4B74B91A
w_Normal,2118053168,30ED3E7E
w_Normal0,8273645,ED3E7E00
w_Normal1,2004422267,7B0E7977
w_Normal2,4000341953,C15F70EE
w_NormalYoin,1288875152,90ACD24C
w_NormalYoin0,3600445764,44719AD6
w_PLG,965333315,43D18939
w_PLG_Normal,3743584393,899022DF
w_PLG_hamon,1506966537,097CD259
w_PT,2567838194,F2190E99
w_P_dirt,3862646534,064F3BE6
w_P_imp,3668521024,4030A9DA
w_P_impact,1350274291,F38C7B50
w_P_impact0,37611654,86E83D02
w_P_impact00,570436433,512B0022
w_P_impact000,982995429,E551973A
w_P_impact01,1426529223,C71B0755
w_P_impact010,596402340,A4608C23
w_P_impact1,1966790672,10D83A75
w_P_impact10,991631888,101A1B3B
w_P_impact100,995441618,D23B553B
w_P_impact1000,1312806511,6FD63F4E
w_P_impact10000,4221203379,B3739AFB
w_P_impact101,1280445252,440B524C
w_P_impact1010,1462036270,2EE72457
w_P_impact102,3579534078,FE5A5BD5
w_P_impact1020,2081010925,EDB4097C
w_P_impact10200,4162758621,DDA71EF8
w_P_impact10201,2400819019,4B97198F
w_P_impact102010,3344478499,23B158C7
w_P_impact1020100,2222528879,6F197984
w_P_impact10201000,4216337788,7C3550FB
w_P_impact1021,185500795,7B840E0B
w_P_impact1022,2449987009,C1D50792
w_P_impact1023,3842041175,57E500E5
w_P_impact1024,2070180084,F470647B
w_P_impact1025,207831138,6240630C
w_P_impact2,3962800554,AA8933EC
w_P_impact3,2603923772,3CB9349B
w_P_impact4,89140383,9F2C5005
w_P_impact5,1918311433,091C5772
w_P_impact6,3948826035,B34D5EEB
w_P_impact7,2623110437,257D599C
w_P_piller,738984103,A7000C2C
w_P_piller0,1850149607,E70A476E
w_P_piller01,1876832491,EB30DE6F
w_P_piller02,4141310289,5161D7F6
w_P_piller020,977503919,AF86433A
w_P_piller0200,1619709267,53CD8A60
w_P_piller02000,3571169839,2FBADBD4
w_P_piller1,423639665,713A4019
w_P_piller2,2152295371,CB6B4980
w_P_piller3,4149107549,5D5B4EF7
w_P_plume,3903616320,4075ACE8
w_P_smk,1098768138,0ADF7D41
w_P_tare,3531696595,D36981D2
w_P_tare00,1743035390,FE9BE467
w_P_tare1,1322648125,3D02D64E
w_P_tower,1192732623,CFA71747
w_P_tower0,759560234,2AF8452D
w_P_tower01,2320010260,148C488A
w_P_tower010,1015655517,5DAC893C
w_P_tower02,323083694,AEDD4113
w_P_tower020,396689310,9EFFA417
w_P_tower0200,830024208,102A7931
w_P_tower03,1682369848,38ED4664
w_P_tower030,247451359,DFCEBF0E
w_P_tower1,1514326204,BCC8425A
w_P_tower2,3276511494,06994BC3
w_P_tower3,3024923024,90A94CB4
w_P_tower4,707279923,333C282A
w_P_tsubu,2407110882,E298798F
w_P_wat,1741239599,2F35C967
w_P_wat0,2372912320,C0C46F8D
w_P_wat00,3174079960,D89D30BD
w_P_wat1,4201182294,56F468FA
w_P_wat10,2754325657,99AC2BA4
w_P_wat11,3542916111,0F9C2CD3
w_P_wat12,1243991477,B5CD254A
w_P_wat13,1025703203,23FD223D
w_P_wat2,1667343852,ECA56163
w_P_wat3,342267258,7A956614
w_P_wat30,2518535707,1BCE1D96
w_P_wat4,2315387097,D900028A
w_P_wat5,4244975695,4F3005FD
w_P_wat6,1678533109,F5610C64
w_P_wat7,319508835,63510B13
w_P_wat8,2209631474,F24CB483
w_P_wat9,4105403492,647CB3F4
w_P_ww,3769325246,BE56ABE0
w_P_ww0,182453617,7105E00A
w_RBN_smk,3753997617,3175C1DF
w_RBN_smk00,531454879,9F5BAD1F
w_RBN_wat00,3078727338,AAA681B7
w_RBN_wat01,3230045756,3C9686C0
w_RBN_water00,487540062,5E450F1D
w_Rfall,776202429,BDE8432E
w_Rfall0,2468854901,75BC2793
w_Right_Hand,2618070979,C3970C9C
w_Ring_smk00_g0,347278943,5F0EB314
w_Ring_smk01_g0,2886691130,3A690FAC
w_Rsmk,3755575077,2587D9DF
w_Rsmk0,1828863340,6C3D026D
w_Rsmk1,436538874,FA0D051A
w_Rsmk2,2198625344,405C0C83
w_Vhamon,297403653,0505BA11
w_Vhamon0,1453489702,267EA256
w_Vhamon1,564481712,B04EA521
w_Vhamon10,3986237038,6E2699ED
w_Vhamon3,3484102556,9C2FABCF
w_Vhamon4,1372568127,3FBACF51
w_Wat,2738682943,3FFC3CA3
w_Y_mizu00,3046118360,D81390B5
w_Y_mizu000,2925853273,59FA64AE
w_Y_mizu0000,885046534,06BDC034
w_af,2542030784,C04F8497
w_bubble,3006755093,157137B3
w_c,3096979777,412998B8
w_cave_nor,3612274561,81EF4ED7
w_cave_nor0,3165769205,F5CDB1BC
w_cave_nor000,1971392795,1B118175
w_cave_nor0001,3687729351,C748CEDB
w_cave_nor001,42344845,8D218602
w_cave_nor01,2629154660,64B7B59C
w_cave_nor1,3417767267,63FDB6CB
w_cave_nor10,4071208627,B3B6A9F2
w_cave_nor2,1388293337,D9ACBF52
w_cave_nor3,632855631,4F9CB825
w_center,417819590,C66BE718
w_cil,1542169389,2DA3EB5B
w_collision0,74292470,F69C6D04
w_decal,2763890774,56A0BDA4
w_decal0,2759162317,CD7975A4
w_decal1,3547482459,5B4972D3
w_decal2,1249581281,E1187B4A
w_dirt,1534723477,95057A5B
w_dirt0,2800168290,622DE7A6
w_dirt00,2244204533,F5D7C385
w_dirt01,4072990563,63E7C4F2
w_dirt02,1808643801,D9B6CD6B
w_dist,1113666772,D4346142
w_dist0,2804238165,554725A7
w_dist00,1031778448,90B07F3D
w_dist000,3605781592,58DCEBD6
w_dist2,1227564665,79262B49
w_drop,3003703553,01E108B3
w_fall,944585519,2F3B4D38
w_fall0,2368749774,CE40308D
w_fall1,4197937240,587037FA
w_fall10,1133764122,1ADE9343
w_fall11,882175628,8CEE9434
w_fall12,2912796470,36BF9DAD
w_fall2,1665016290,E2213E63
w_fall20,1757318617,D98DBE68
w_fall3,339284340,74113914
w_fall4,2321384663,D7845D8A
w_fall5,4250580033,41B45AFD
w_fall6,1683219963,FBE55364
w_fall7,324326765,6DD55413
w_fall8,2213267708,FCC8EB83
w_fall9,4109170794,6AF8ECF4
w_fall_1,3488262309,A5A8EACF
w_fall_tubu0,4054058094,6E04A4F1
w_fog00,2008336964,44CAB477
w_fog01,11795154,D2FAB300
w_hamon,2487008168,A8BB3C94
w_hamon0,4265617357,CD2740FE
w_hamon00,3287469702,86CEF2C3
w_hamon000,583132279,77E4C122
w_hamon0000,3902412247,D7159AE8
w_hamon01,3036020240,10FEF5B4
w_hamon010,1004197174,36D5DA3B
w_hamon0100,3914891232,E07F58E9
w_hamon02,771534762,AAAFFC2D
w_hamon020,284657397,F586F710
w_hamon0200,3944661433,B9C11EEB
w_hamon0201,2618945839,2FF1199C
w_hamon1,2303137627,5B174789
w_hamon10,3672768455,C7FFE9DA
w_hamon3,1732867703,77764967
w_hamon5,2385171266,42D32A8E
w_hamonNormal,1163145666,C2315445
w_hamonNormal0,1408681729,01C7F653
w_hamonNormal00,1368258301,FDF68D51
w_hamonNormal1,619837335,97F7F124
w_hamonNormal100,3829815756,CC5946E4
w_hamonNormal11,1066530602,2AF7913F
w_hamonNormal2,3187189293,2DA6F8BD
w_hamon_190,1541350396,FC23DF5B
w_hamon_NM,4265750931,933142FE
w_hamon_NM0,1327607907,63B0214F
w_hamon_aft,2079443294,5EC9F17B
w_hamon_aft0,2859580822,96BD71AA
w_hamon_aft00,1059026784,60771F3F
w_hamon_l,1128965169,31A44A43
w_hamon_l0,2000976434,327A4477
w_hamon_s,3460475332,C4A942CE
w_hane,2474153530,3A967893
w_hasira,2953857004,EC4710B0
w_hit,1154667674,9AD4D244
w_hit0,910661666,22984736
w_ice_plate,909163815,27BD3036
w_ice_plate0,2212869498,7AB5E583
w_imp,638697392,B0BF1126
w_imp0,3986592415,9F929EED
w_imp00,1183064299,EB208446
w_imp000,289902460,7C8F4711
w_imp00000,118669139,53BF1207
w_imp01,830673021,7D108331
w_imp10,1604260266,AA119F5F
w_imp2,59831219,B3F39003
w_imp20,1957839465,6942B274
w_imp200,314792722,125BC312
w_imp_near00,2297529758,9E85F188
w_imp_smk,2639148445,9D354E9D
w_imp_u_smk,1597519682,4237385F
w_imp_u_smk01,4100645241,79E16AF4
w_kara_L,3856532741,0505DEE5
w_kara_L0,1448483366,261A5656
w_kara_S,1758857456,F008D668
w_kara_S0,2601260216,B8140C9B
w_late,2889350070,B6FB37AC
w_left,3111781195,4B037AB9
w_minamo,1445945597,FD602F56
w_mist,1063877470,5E7B693F
w_mist0,2855609636,242535AA
w_mist_1,2400364198,A6A6128F
w_mist_12,4159522299,FB45EDF7
w_mist_190_L,1527224306,F297075B
w_mist_221,2030074034,B2780079
w_mist_2_L,2280087769,D960E787
w_mist_418,796716903,67EF7C2F
w_mist_487,1845578175,BF49016E
w_mist_487_,2690966321,31E364A0
w_mist_487___,967383530,EA19A939
w_mist_8_L,2322654479,0FE5708A
w_mizu,2578247809,81F0AC99
w_mizu0,3170840554,EA2FFFBC
w_mizu00,1723516133,E5C4BA66
w_mizu000,4141849759,9F9CDFF6
w_mizu0000,1184850405,E5619F46
w_mizu00000,4143954234,3AB9FFF6
w_mizu01,297661555,73F4BD11
w_mizu02,2293540297,C9A5B488
w_mizu020,3303669277,1DFEE9C4
w_mizu1,3422035836,7C1FF8CB
w_mizu10,2141320612,A4F5A17F
w_mizu2,1391546054,C64EF152
w_mizu_00,3042185346,821054B5
w_mizu_000,635078320,B086DA25
w_mizu_1,4091052827,1B83D8F3
w_mizu_10,2890867139,C3214FAC
w_mizu_100,605613191,87EC1824
w_mizu_1000,1428242115,C33E2155
w_mizu_101,1394596881,11DC1F53
w_mizu_2,1792135841,A1D2D16A
w_mizu_en2,2241559325,1D7B9B85
w_mizu_en20,1163577102,0EC75A45
w_mizu_y,2346666681,B94ADF8B
w_mizu_y0,2498749646,CEE4EF94
w_mizu_y00,1519464703,FF30915A
w_mizu_y1,3823686744,58D4E8E3
w_mod,167027091,93A1F409
w_mod0,1339426547,F306D64F
w_mod00,35800332,0C452202
w_mod01,1965389210,9A752575
w_mod1,953235045,6536D138
w_mod10,456750157,4D74391B
w_mod11,1816020187,DB443E6C
w_mod12,4114027873,611537F5
w_mod13,2184193527,F7253082
w_mod2,2715314143,DF67D8A1
w_mod3,3604961097,4957DFD6
w_mod4,1220264682,EAC2BB48
w_mod5,1069347452,7CF2BC3F
w_mod6,2796921798,C6A3B5A6
w_mod7,3518141264,5093B2D1
w_mod8,1091407553,C18E0D41
w_mod9,906673751,57BE0A36
w_modL,375733220,E43B6516
w_modL0,2175300598,F673A881
w_modL1,4138681184,6043AFF6
w_modL2,1873154778,DA12A66F
w_modL3,413213260,4C22A118
w_mod_main_L,1331158617,59DE574F
w_mod_main_R,3042501434,3AE358B5
w_model,2805199298,C2F133A7
w_model0,1393860801,C1A01453
w_moya0,3044809018,3A197CB5
w_moya_yoin0,4133301685,B52D5DF6
w_mud,3118029640,485BD9B9
w_normal_st00,4115637229,EDA34FF5
w_normall00,880395100,5CC37934
w_oku_smk,3760680138,CA6C27E0
w_oku_smk0,1569209454,6E3C885D
w_oku_smk1,714018040,F80C8F2A
w_oku_smk2,3011927362,425D86B3
w_p,1009150111,9F68263C
w_p0,1180014609,11985546
w_p00,1278166470,C6452F4C
w_p100F,1666399435,CB3C5363
w_p_hit,2041279598,6E74AB79
w_plume011,3222338153,69FA10C0
w_r_hasira,3341217489,D1EE26C7
w_ribbon0,3117406858,8ADACFB9
w_ribbon1,3469273628,1CEAC8CE
w_right,3295475215,0FF66CC4
w_ring_nokori0,2109834409,A984C17D
w_ring_smk0,4158718436,E401E1F7
w_ring_smk1,2162569586,7231E680
w_rock0,3163739973,45D792BC
w_rock_PT,9372673,01048F00
w_sand_s,2688123394,028239A0
w_scatter,3886298413,2D35A4E7
w_scatter0,1675741420,ECC8E163
w_shell_mod,1090466617,3933FF40
w_shell_mod0,2040285079,97479C79
w_shibuki,3712288825,390845DD
w_shibuki0,2030173612,ACFD0179
w_shibuki1,235326778,3ACD060E
w_shibuki2,2534382720,809C0F97
w_shibuki3,3758664726,16AC08E0
w_sibuki_y,1378865610,CAD12F52
w_sibuki_y0,1564095699,D3343A5D
w_sibuki_y00,962497014,F6895E39
w_sibuki_y1,708641861,45043D2A
w_siro,483500895,5FA3D11C
w_siro0,3708923242,6AAD11DD
w_siro00,2338564423,47A9638B
w_siro1,2853608956,FC9D16AA
w_siro_1,503443129,B9EE011E
w_siro_190,1525184921,9979E85A
w_siro_190_,1918734332,FC8F5D72
w_siro_190_L,3407080963,03EE13CB
w_siro_190_L_,1645612593,310E1662
w_siro_190_R,823972704,60D31C31
w_siro_190__,1336782813,DDAFAD4F
w_siro_418,2585901384,48B9219A
w_siro_418_,2202641534,7EA44983
w_siro_418__,1290426874,FA59EA4C
w_siro_L,817226552,38E3B530
w_siro_R,3401244251,5BDEBACA
w_sirohamon,2904105733,052319AD
w_sizuku,10458766,8E969F00
w_sizuku0,752419101,1D01D92C
w_smk,3183825146,FA50C5BD
w_smk0,2064445182,FEEE0C7B
w_smk00,2091377497,59E3A77C
w_smk0000,2883923751,272FE5AB
w_smk00_g0,889792358,66270935
w_smk00_g1,1108219888,F0170E42
w_smk01,195089359,CFD3A00B
w_smk02,2460582517,7582A992
w_smk02_g1,3892830075,7BDF07E8
w_smk03,3853431523,E3B2AEE5
w_smk04,2076845888,4027CA7B
w_smk1,202104424,68DE0B0C
w_smk13,4239754146,A283B5FC
w_smk14,1657869825,0116D162
w_smk2,2499973074,D28F0295
w_smk_01,10404500,94C29E00
w_smk_03,4002456504,B8A390EE
w_smk_487,2568257285,057F1499
w_smk_moko1,134822875,DB3B0908
w_smk_moko10,936391371,CB32D037
w_smk_r,101758093,8DB41006
w_smk_y00,3085663805,3D7EEBB7
w_smk_yoin00,491250107,BBE1471D
w_smk_yoin01,1782632749,2DD1406A
w_smke,1611484037,854B0D60
w_smke0,3144370760,484A6BBB
w_smke01,694330066,D2A26229
w_smke_hit,1755962266,9ADBA968
w_smoke,971008609,616AE039
w_smoke_up0,252926305,6159130F
w_spl,3704465733,45A9CDDC
w_spl0,548620314,1A48B320
w_spl01,2895923720,084A9CAC
w_spl_in,2509505382,66039495
w_splash,3794768914,12942FE2
w_st,482954843,5B4EC91C
w_tare,1874862912,4023C06F
w_tare0,1349169439,1FB16A50
w_tare1,661488009,89816D27
w_tare2,3194277939,33D064BE
w_tare3,3378765989,A5E063C9
w_tare4,1460106502,06750757
